date,cantidad_entregas
2020-04-06,2978
2020-04-07,2949
2020-04-08,3046
2020-04-09,2876
2020-04-10,1321
2020-04-11,1421
2020-04-12,425
2020-04-13,3777
2020-04-14,3557
2020-04-15,3536
2020-04-16,3736
2020-04-17,3907
2020-04-18,1894
2020-04-19,744
2020-04-20,4443
2020-04-21,4289
2020-04-22,4470
2020-04-23,4753
2020-04-24,4675
2020-04-25,2680
2020-04-26,1026
2020-04-27,5376
2020-04-28,5079
2020-04-29,4796
2020-04-30,5328
2020-05-01,1304
2020-05-02,2946
2020-05-03,854
2020-05-04,5361
2020-05-05,5021
2020-05-06,5193
2020-05-07,5644
2020-05-08,5312
2020-05-09,2924
2020-05-10,979
2020-05-11,5703
2020-05-12,6480
2020-05-13,5658
2020-05-14,5773
2020-05-15,8373
2020-05-16,2729
2020-05-17,1200
2020-05-18,5889
2020-05-19,6220
2020-05-20,5317
2020-05-21,5336
2020-05-22,5272
2020-05-23,2318
2020-05-24,835
2020-05-25,1735
2020-05-26,5243
2020-05-27,4640
2020-05-28,5287
2020-05-29,4788
2020-05-30,2239
2020-05-31,904
2020-06-01,5159
2020-06-02,4718
2020-06-03,5308
2020-06-04,5542
2020-06-05,5535
2020-06-06,1706
2020-06-07,536
2020-06-08,4858
2020-06-09,4914
2020-06-10,4822
2020-06-11,5200
2020-06-12,4820
2020-06-13,2172
2020-06-14,590
2020-06-15,1490
2020-06-16,4458
2020-06-17,4153
2020-06-18,4941
2020-06-19,4035
2020-06-20,1018
2020-06-21,435
2020-06-22,4383
2020-06-23,4337
2020-06-24,4340
2020-06-25,4810
2020-06-26,4329
2020-06-27,2097
2020-06-28,804
2020-06-29,4827
2020-06-30,4400
2020-07-01,4375
2020-07-02,4479
2020-07-03,4421
2020-07-04,1783
2020-07-05,821
2020-07-06,5036
2020-07-07,4485
2020-07-08,4506
2020-07-09,1771
2020-07-10,1952
2020-07-11,1729
2020-07-12,597
2020-07-13,4827
2020-07-14,4463
2020-07-15,4685
2020-07-16,4502
2020-07-17,4518
2020-07-18,2214
2020-07-19,796
2020-07-20,4139
2020-07-21,4007
2020-07-22,3897
2020-07-23,4262
2020-07-24,3717
2020-07-25,1780
2020-07-26,453
2020-07-27,5639
2020-07-28,5158
2020-07-29,4874
2020-07-30,4549
2020-07-31,4436
2020-08-01,1709
2020-08-02,676
2020-08-03,4844
2020-08-04,5116
2020-08-05,5033
2020-08-06,4808
2020-08-07,4678
2020-08-08,2598
2020-08-09,853
2020-08-10,4964
2020-08-11,4784
2020-08-12,4502
2020-08-13,4472
2020-08-14,4688
2020-08-15,2407
2020-08-16,815
2020-08-17,1792
2020-08-18,4483
2020-08-19,4290
2020-08-20,4297
2020-08-21,4073
2020-08-22,2286
2020-08-23,640
2020-08-24,4469
2020-08-25,4242
2020-08-26,4006
2020-08-27,4359
2020-08-28,4430
2020-08-29,2075
2020-08-30,574
2020-08-31,3485
2020-09-01,3804
2020-09-02,3365
2020-09-03,3321
2020-09-04,3245
2020-09-05,1424
2020-09-06,346
2020-09-07,3513
2020-09-08,3703
2020-09-09,3610
